20140427,934,169258
20110909,935,143475
20090309,936,169473
20101022,937,176620
20110218,938,176622
20130810,939,175150
20170201,940,169175
20090407,941,176616
20160514,942,176423
20171222,943,168033
20140217,944,176619
20090309,945,174737
20090309,946,167396
20090501,947,176892
20090309,948,173255
20150903,949,176859
20160611,950,175501
20151118,951,175458
20170420,953,175408
20170927,954,175532
20170817,955,175407
20150414,956,175500
20150414,957,175502
20150424,958,175403
20160707,959,175402
20160107,960,175438
20170214,961,175457
20150711,962,175503
20160720,963,175434
20160803,964,175433
20150711,965,175440
20150521,966,175499
20160806,1008,178238
20100305,1010,178162
20090412,1011,178180
20090311,1012,178159
20090412,1013,178168
20120323,1014,176043
20090412,1015,178157
20150519,1016,178181
20090605,1017,178171
20120620,1018,177317
20091016,1019,178166
20140427,1020,178167
20130413,1021,178172
20110729,1022,178170
20160422,1023,177312
20090530,1024,178169
20180512,1025,178165
20090407,1026,178215
20090321,1027,178213
20150423,1028,178249
20160806,1029,178248
20150428,1030,178239
20150401,1031,178226
20150401,1032,178240
20090725,1033,178241
20161129,1034,166855
20161216,1035,149712
20090311,1036,169832
20161217,1037,149705
20171204,1038,164362
20090407,1039,176099
20180324,1040,160275
20160329,1041,177382
20130428,1042,156910
20090330,1043,177668
20090904,1044,177705
20110715,1045,177678
20090311,1046,177665
20171208,1047,177680
20090509,1048,177676
20090321,1049,177687
20090605,1050,177556
20090501,1051,176007
20110513,1052,177775
20100910,1053,177624
20170325,1054,177622
20120211,1055,177381
20160408,1056,174799
20130105,1057,176327
20090814,1058,178190
20110715,1059,177362
20090312,1060,175298
20170203,1061,160231
20151121,1062,175515
20120211,1063,177610
20120819,1064,177686
20150422,1065,177685
20171017,1066,177717
20090424,1067,177677
20090424,1068,177667
20090525,1069,177821
20160123,1070,177786
20090312,1071,177608
20150521,1072,177002
20120727,1073,177491
20090312,1074,173530
20151211,1075,177751
20090312,1076,148524
20090925,1077,164197
20161103,1078,39751
20140316,1080,175205
20121012,1081,175461
20130601,1082,175334
20090312,1083,158070
20090312,1084,153553
20140302,1085,163050
20090312,1086,154849
20130202,1087,157302
20090312,1088,152567
20130202,1089,153522
20130202,1090,159794
20160602,1091,162232
20090412,1093,153477
20130202,1094,158028
20090312,1096,160502
20130202,1097,156783
20090312,1098,152931
20090312,1102,936
20160326,1104,175361
20130907,1105,158846
20180127,1106,159788
20150430,1107,155078
20130810,1108,161586
20160315,1109,162947
20090918,1110,166795
20120320,1111,161090
20090312,1112,71717
20090312,1113,160491
20171121,1114,167004
20170831,1115,175108
20180323,1117,164005
20130720,1118,153968
20120904,1119,146229
20130525,1120,166248
20090312,1121,167939
20140604,1122,132926
20160820,1130,177242
20161007,1131,177243
20161008,1132,178216
20160824,1133,173977
20160824,1134,178219
20160824,1135,175356
20161008,1136,176331
20160824,1137,176330
20160610,1138,175082
20150807,1139,178220
20150807,1140,178218
20150807,1142,178256
20150806,1143,178222
20150808,1144,178217
20161014,1145,175357
20161115,1146,178196
20161115,1147,178188
20110729,1148,178197
20110603,1149,174840
20121215,1150,177359
20140308,1151,178191
20160611,1152,175824
20130323,1153,175285
20130720,1154,178184
20110617,1155,174915
20180104,1156,177234
20131005,1157,178189
20130720,1158,174221
20130121,1159,178185
20111104,1160,175080
20160916,1161,178235
20130706,1162,178225
20090710,1163,178234
20090330,1164,178251
20090829,1165,178000
20171216,1166,176333
20090316,1167,176329
20180127,1168,177356
20100709,1169,177377
20150815,1170,178193
20140902,1171,178187
20160330,1172,178192
20131005,1173,178186
20120113,1174,175318
20160316,1175,175076
20160316,1176,175855
20160428,1182,178246
20140508,1183,178183
20150808,1186,175081
20120720,1188,178182
20151125,1190,160904
20151110,1194,178236
20090814,1196,178255
20151002,1197,175839
20151021,1199,178252
20160112,1200,176943
20090407,1201,175135
20090407,1202,176989
20090918,1203,178178
20101008,1205,175136
20090407,1206,175899
20111008,1208,178176
20130921,1210,174596
20090821,1211,178173
20090525,1213,176954
20140406,1215,178174
20090525,1217,178177
20170302,1219,174987
20160112,1223,175601
20160803,1224,166830
20161014,1225,175358
20170420,1228,178262
20170404,1229,178102
